game_date,home_team_id,away_team_id,spread,over_under,line_moves,year
2017-03-30,1308,1124,-12.5,135.0,3,2017
2017-03-30,1329,1276,-2.5,154.5,13,2017
2017-03-30,1348,1166,-1.0,143.0,11,2017
2017-03-30,1371,1116,-1.0,146.5,4,2017
2017-03-30,1407,1181,-19.0,153.0,11,2017
2017-03-30,1411,1314,-27.0,154.5,11,2017
2017-03-30,1455,1173,6.0,145.5,3,2017
2017-03-31,1233,1332,-15.0,151.5,6,2017
2017-03-31,1240,1257,-20.5,134.0,10,2017
2017-03-31,1245,1417,-17.5,161.5,5,2017
2017-03-31,1266,1376,-1.5,148.0,8,2017
2017-03-31,1277,1274,-2.0,125.5,9,2017
2017-03-31,1297,1246,-20.5,153.0,15,2017
2017-03-31,1308,1124,-12.5,135.0,3,2017
2017-03-31,1329,1276,-2.5,154.5,13,2017
2017-03-31,1348,1166,-1.0,143.0,11,2017
2017-03-31,1371,1116,-1.0,146.5,4,2017
2017-03-31,1407,1181,-19.0,153.0,11,2017
2017-03-31,1411,1314,-27.0,154.5,11,2017
2017-03-31,1455,1173,6.0,145.5,3,2017
